Unnamed: 0,gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event,x_interp,y_interp
40307,2021090900,2279,41915.0,21,2021-09-10T01:58:49.400,58.0,TB,right,87.65,31.88,4.12,2.76,0.4,268.82,258.38,None,,
40308,2021090900,2279,41915.0,22,2021-09-10T01:58:49.500,58.0,TB,right,87.25,31.78,4.24,1.86,0.41,276.81,256.2,None,,
40308,2021090900,2279,41915.0,23,2021-09-10T01:58:49.500,58.0,TB,right,87.06,31.72,4.24,1.86,0.41,276.81,256.2,None,,
40309,2021090900,2279,41915.0,24,2021-09-10T01:58:49.600,58.0,TB,right,86.87,31.66,4.22,1.33,0.4,279.64,253.4,None,,
40310,2021090900,2279,41915.0,25,2021-09-10T01:58:49.700,58.0,TB,right,86.5,31.52,4.12,1.42,0.4,281.76,250.39,None,,
40310,2021090900,2279,41915.0,26,2021-09-10T01:58:49.700,58.0,TB,right,86.345,31.43,4.12,1.42,0.4,281.76,250.39,None,,
40311,2021090900,2279,41915.0,27,2021-09-10T01:58:49.800,58.0,TB,right,86.19,31.34,3.81,2.24,0.36,278.92,244.55,None,,
40312,2021090900,2279,41915.0,28,2021-09-10T01:58:49.900,58.0,TB,right,85.88,31.17,3.59,2.57,0.35,278.26,240.5,None,,
40312,2021090900,2279,41915.0,29,2021-09-10T01:58:49.900,58.0,TB,right,85.735,31.08,3.59,2.57,0.35,278.26,240.5,None,,
40313,2021090900,2279,41915.0,30,2021-09-10T01:58:50.000,58.0,TB,right,85.59,30.99,3.39,3.01,0.35,279.5,236.48,None,,
40314,2021090900,2279,41915.0,31,2021-09-10T01:58:50.100,58.0,TB,right,85.3,30.77,3.39,3.08,0.36,276.54,231.0,None,,
40314,2021090900,2279,41915.0,32,2021-09-10T01:58:50.100,58.0,TB,right,85.17,30.66,3.39,3.08,0.36,276.54,231.0,None,,
40315,2021090900,2279,41915.0,33,2021-09-10T01:58:50.200,58.0,TB,right,85.04,30.55,3.22,2.76,0.34,268.72,227.12,None,,
40316,2021090900,2279,41915.0,34,2021-09-10T01:58:50.300,58.0,TB,right,84.83,30.35,2.91,2.54,0.29,248.89,224.78,None,,
40316,2021090900,2279,41915.0,35,2021-09-10T01:58:50.300,58.0,TB,right,84.72999999999999,30.26,2.91,2.54,0.29,248.89,224.78,None,,
40317,2021090900,2279,41915.0,36,2021-09-10T01:58:50.400,58.0,TB,right,84.63,30.17,2.62,2.33,0.27,231.89,224.69,None,,
40318,2021090900,2279,41915.0,37,2021-09-10T01:58:50.500,58.0,TB,right,84.45,30.02,2.31,2.39,0.24,219.47,226.94,None,,
40318,2021090900,2279,41915.0,38,2021-09-10T01:58:50.500,58.0,TB,right,84.355,29.96,2.31,2.39,0.24,219.47,226.94,None,,
40319,2021090900,2279,41915.0,39,2021-09-10T01:58:50.600,58.0,TB,right,84.26,29.9,2.13,2.78,0.22,178.71,236.8,None,,
40320,2021090900,2279,41915.0,40,2021-09-10T01:58:50.700,58.0,TB,right,84.08,29.81,1.99,3.68,0.21,195.82,251.24,None,,
40320,2021090900,2279,41915.0,41,2021-09-10T01:58:50.700,58.0,TB,right,83.985,29.785,1.99,3.68,0.21,195.82,251.24,None,,
40321,2021090900,2279,41915.0,42,2021-09-10T01:58:50.800,58.0,TB,right,83.89,29.76,1.94,3.51,0.19,202.17,261.97,None,,
40322,2021090900,2279,41915.0,43,2021-09-10T01:58:50.900,58.0,TB,right,83.7,29.75,1.96,3.17,0.19,209.07,272.16,None,,
40322,2021090900,2279,41915.0,44,2021-09-10T01:58:50.900,58.0,TB,right,83.6,29.765,1.96,3.17,0.19,209.07,272.16,None,,
40323,2021090900,2279,41915.0,45,2021-09-10T01:58:51.000,58.0,TB,right,83.5,29.78,1.99,2.99,0.2,197.76,283.02,None,,
40324,2021090900,2279,41915.0,46,2021-09-10T01:58:51.100,58.0,TB,right,83.32,29.86,2.23,4.71,0.2,238.43,309.43,None,,
40324,2021090900,2279,41915.0,47,2021-09-10T01:58:51.100,58.0,TB,right,83.235,29.95,2.23,4.71,0.2,238.43,309.43,None,,
40325,2021090900,2279,41915.0,48,2021-09-10T01:58:51.200,58.0,TB,right,83.15,30.04,2.55,4.54,0.24,230.36,321.0,None,,
40326,2021090900,2279,41915.0,49,2021-09-10T01:58:51.300,58.0,TB,right,82.99,30.26,2.92,4.02,0.27,288.78,326.93,None,,
40326,2021090900,2279,41915.0,50,2021-09-10T01:58:51.300,58.0,TB,right,82.91999999999999,30.395000000000003,2.92,4.02,0.27,288.78,326.93,None,,
40327,2021090900,2279,41915.0,51,2021-09-10T01:58:51.400,58.0,TB,right,82.85,30.53,3.33,4.04,0.32,301.05,335.31,None,,
40328,2021090900,2279,41915.0,52,2021-09-10T01:58:51.500,58.0,TB,right,82.72,30.87,3.83,4.37,0.36,296.64,341.73,None,,
40328,2021090900,2279,41915.0,53,2021-09-10T01:58:51.500,58.0,TB,right,82.66499999999999,31.065,3.83,4.37,0.36,296.64,341.73,None,,
40329,2021090900,2279,41915.0,54,2021-09-10T01:58:51.600,58.0,TB,right,82.61,31.26,4.32,4.51,0.4,296.64,345.93,None,,
40330,2021090900,2279,41915.0,55,2021-09-10T01:58:51.700,58.0,TB,right,82.51,31.7,4.72,3.86,0.45,296.64,349.03,None,,
40330,2021090900,2279,41915.0,56,2021-09-10T01:58:51.700,58.0,TB,right,82.47,31.950000000000003,4.72,3.86,0.45,296.64,349.03,None,,
40331,2021090900,2279,41915.0,57,2021-09-10T01:58:51.800,58.0,TB,right,82.43,32.2,5.17,3.6,0.5,297.93,351.88,None,,
40332,2021090900,2279,41915.0,58,2021-09-10T01:58:51.900,58.0,TB,right,82.36,32.73,5.55,3.15,0.54,302.76,353.26,None,,
40332,2021090900,2279,41915.0,59,2021-09-10T01:58:51.900,58.0,TB,right,82.33,33.015,5.55,3.15,0.54,302.76,353.26,None,,
40333,2021090900,2279,41915.0,60,2021-09-10T01:58:52.000,58.0,TB,right,82.3,33.3,5.95,2.73,0.58,300.79,353.67,None,,
40334,2021090900,2279,41915.0,61,2021-09-10T01:58:52.100,58.0,TB,right,82.23,33.91,6.24,2.05,0.62,303.05,353.6,None,,
40334,2021090900,2279,41915.0,62,2021-09-10T01:58:52.100,58.0,TB,right,82.19,34.224999999999994,6.24,2.05,0.62,303.05,353.6,None,,
40335,2021090900,2279,41915.0,63,2021-09-10T01:58:52.200,58.0,TB,right,82.15,34.54,6.42,1.29,0.63,302.17,353.04,None,,
40336,2021090900,2279,41915.0,64,2021-09-10T01:58:52.300,58.0,TB,right,82.06,35.18,6.57,1.26,0.65,304.78,351.21,None,,
40336,2021090900,2279,41915.0,65,2021-09-10T01:58:52.300,58.0,TB,right,81.995,35.510000000000005,6.57,1.26,0.65,304.78,351.21,None,,
40337,2021090900,2279,41915.0,66,2021-09-10T01:58:52.400,58.0,TB,right,81.93,35.84,6.7,1.82,0.67,306.69,348.49,None,,
40338,2021090900,2279,41915.0,67,2021-09-10T01:58:52.500,58.0,TB,right,81.78,36.5,6.82,2.55,0.68,311.38,345.47,None,,
40338,2021090900,2279,41915.0,68,2021-09-10T01:58:52.500,58.0,TB,right,81.68,36.835,6.82,2.55,0.68,311.38,345.47,None,,
40339,2021090900,2279,41915.0,69,2021-09-10T01:58:52.600,58.0,TB,right,81.58,37.17,7.01,2.89,0.69,312.79,342.12,None,,
40340,2021090900,2279,41915.0,70,2021-09-10T01:58:52.700,58.0,TB,right,81.33,37.83,7.14,3.73,0.71,313.48,337.52,None,,
40340,2021090900,2279,41915.0,71,2021-09-10T01:58:52.700,58.0,TB,right,81.185,38.16,7.14,3.73,0.71,313.48,337.52,None,,
40341,2021090900,2279,41915.0,72,2021-09-10T01:58:52.800,58.0,TB,right,81.04,38.49,7.26,4.23,0.71,311.94,333.82,None,,
40342,2021090900,2279,41915.0,73,2021-09-10T01:58:52.900,58.0,TB,right,80.7,39.14,7.45,4.12,0.74,316.79,330.59,None,,
40342,2021090900,2279,41915.0,74,2021-09-10T01:58:52.900,58.0,TB,right,80.505,39.46,7.45,4.12,0.74,316.79,330.59,None,,
40343,2021090900,2279,41915.0,75,2021-09-10T01:58:53.000,58.0,TB,right,80.31,39.78,7.53,3.53,0.75,322.81,327.63,None,,
40344,2021090900,2279,41915.0,76,2021-09-10T01:58:53.100,58.0,TB,right,79.88,40.42,7.77,3.13,0.77,331.27,324.84,None,,
40344,2021090900,2279,41915.0,77,2021-09-10T01:58:53.100,58.0,TB,right,79.65,40.735,7.77,3.13,0.77,331.27,324.84,None,,
40345,2021090900,2279,41915.0,78,2021-09-10T01:58:53.200,58.0,TB,right,79.42,41.05,7.83,2.37,0.78,336.14,323.25,None,,
40346,2021090900,2279,41915.0,79,2021-09-10T01:58:53.300,58.0,TB,right,78.95,41.67,7.81,1.96,0.78,338.32,321.69,None,,
40346,2021090900,2279,41915.0,80,2021-09-10T01:58:53.300,58.0,TB,right,78.71000000000001,41.975,7.81,1.96,0.78,338.32,321.69,None,,
40347,2021090900,2279,41915.0,81,2021-09-10T01:58:53.400,58.0,TB,right,78.47,42.28,7.75,1.71,0.78,339.4,320.79,None,,
40348,2021090900,2279,41915.0,82,2021-09-10T01:58:53.500,58.0,TB,right,77.97,42.87,7.64,1.81,0.77,341.39,319.83,None,,
40348,2021090900,2279,41915.0,83,2021-09-10T01:58:53.500,58.0,TB,right,77.77,43.155,7.64,1.81,0.77,341.39,319.83,None,,
40349,2021090900,2279,41915.0,84,2021-09-10T01:58:53.600,58.0,TB,right,77.57,43.44,7.19,2.4,0.7,341.39,321.2,None,,
40350,2021090900,2279,41915.0,85,2021-09-10T01:58:53.700,58.0,TB,right,77.19,43.98,6.77,2.96,0.66,343.91,322.49,None,,
40350,2021090900,2279,41915.0,86,2021-09-10T01:58:53.700,58.0,TB,right,77.015,44.24,6.77,2.96,0.66,343.91,322.49,None,,
40351,2021090900,2279,41915.0,87,2021-09-10T01:58:53.800,58.0,TB,right,76.84,44.5,6.32,3.55,0.63,352.52,323.98,None,,
40352,2021090900,2279,41915.0,88,2021-09-10T01:58:53.900,58.0,TB,right,76.59,45.0,5.75,4.52,0.55,348.39,327.17,qb_sack,,
40352,2021090900,2279,41915.0,89,2021-09-10T01:58:53.900,58.0,TB,right,76.44,45.23,5.75,4.52,0.55,348.39,327.17,qb_sack,,
40353,2021090900,2279,41915.0,90,2021-09-10T01:58:54.000,58.0,TB,right,76.29,45.46,5.29,4.66,0.56,351.95,328.33,None,,
40354,2021090900,2279,41915.0,91,2021-09-10T01:58:54.100,58.0,TB,right,76.03,45.9,4.73,5.03,0.51,357.93,328.14,None,,
40354,2021090900,2279,41915.0,92,2021-09-10T01:58:54.100,58.0,TB,right,75.91,46.105,4.73,5.03,0.51,357.93,328.14,None,,
40355,2021090900,2279,41915.0,93,2021-09-10T01:58:54.200,58.0,TB,right,75.79,46.31,4.19,5.22,0.46,21.49,327.71,None,,
40356,2021090900,2279,41915.0,94,2021-09-10T01:58:54.300,58.0,TB,right,75.59,46.65,3.6,5.2,0.4,39.53,325.28,None,,
40356,2021090900,2279,41915.0,95,2021-09-10T01:58:54.300,58.0,TB,right,75.49000000000001,46.79,3.6,5.2,0.4,39.53,325.28,None,,
40357,2021090900,2279,41915.0,96,2021-09-10T01:58:54.400,58.0,TB,right,75.39,46.93,3.04,5.17,0.34,50.54,320.63,None,,
40358,2021090900,2279,42347.0,1,2021-09-10T01:58:48.100,19.0,DAL,right,87.68,36.71,0.0,0.0,0.0,71.75,145.44,None,,
40358,2021090900,2279,42347.0,2,2021-09-10T01:58:48.100,19.0,DAL,right,87.67500000000001,36.71,0.0,0.0,0.0,71.75,145.44,None,,
40359,2021090900,2279,42347.0,3,2021-09-10T01:58:48.200,19.0,DAL,right,87.67,36.71,0.0,0.0,0.0,72.47,131.44,None,,
40360,2021090900,2279,42347.0,4,2021-09-10T01:58:48.300,19.0,DAL,right,87.68,36.71,0.0,0.0,0.0,72.47,123.97,None,,
40360,2021090900,2279,42347.0,5,2021-09-10T01:58:48.300,19.0,DAL,right,87.68,36.71,0.0,0.0,0.0,72.47,123.97,None,,
40361,2021090900,2279,42347.0,6,2021-09-10T01:58:48.400,19.0,DAL,right,87.68,36.71,0.0,0.0,0.0,72.47,99.58,None,,
40362,2021090900,2279,42347.0,7,2021-09-10T01:58:48.500,19.0,DAL,right,87.68,36.71,0.0,0.0,0.0,72.47,89.27,None,,
40362,2021090900,2279,42347.0,8,2021-09-10T01:58:48.500,19.0,DAL,right,87.68,36.715,0.0,0.0,0.0,72.47,89.27,None,,
40363,2021090900,2279,42347.0,9,2021-09-10T01:58:48.600,19.0,DAL,right,87.68,36.72,0.0,0.18,0.01,73.83,53.81,ball_snap,,
40364,2021090900,2279,42347.0,10,2021-09-10T01:58:48.700,19.0,DAL,right,87.69,36.72,0.15,2.02,0.01,72.93,79.74,None,,
40364,2021090900,2279,42347.0,11,2021-09-10T01:58:48.700,19.0,DAL,right,87.71000000000001,36.72,0.15,2.02,0.01,72.93,79.74,None,,
40365,2021090900,2279,42347.0,12,2021-09-10T01:58:48.800,19.0,DAL,right,87.73,36.72,0.45,2.99,0.03,72.93,84.63,None,,
40366,2021090900,2279,42347.0,13,2021-09-10T01:58:48.900,19.0,DAL,right,87.79,36.72,0.83,3.36,0.07,71.89,86.13,None,,
40366,2021090900,2279,42347.0,14,2021-09-10T01:58:48.900,19.0,DAL,right,87.845,36.725,0.83,3.36,0.07,71.89,86.13,None,,
40367,2021090900,2279,42347.0,15,2021-09-10T01:58:49.000,19.0,DAL,right,87.9,36.73,1.21,3.46,0.11,71.89,86.75,None,,
40368,2021090900,2279,42347.0,16,2021-09-10T01:58:49.100,19.0,DAL,right,88.09,36.76,1.83,4.07,0.19,71.89,83.83,None,,
40368,2021090900,2279,42347.0,17,2021-09-10T01:58:49.100,19.0,DAL,right,88.22,36.78,1.83,4.07,0.19,71.89,83.83,None,,
40369,2021090900,2279,42347.0,18,2021-09-10T01:58:49.200,19.0,DAL,right,88.35,36.8,2.55,4.83,0.26,74.72,82.65,None,,
40370,2021090900,2279,42347.0,19,2021-09-10T01:58:49.300,19.0,DAL,right,88.65,36.81,3.14,4.49,0.31,69.77,84.69,None,,
40370,2021090900,2279,42347.0,20,2021-09-10T01:58:49.300,19.0,DAL,right,88.845,36.815,3.14,4.49,0.31,69.77,84.69,None,,
40371,2021090900,2279,42347.0,21,2021-09-10T01:58:49.400,19.0,DAL,right,89.04,36.82,3.8,4.41,0.39,70.41,86.66,None,,
40372,2021090900,2279,42347.0,22,2021-09-10T01:58:49.500,19.0,DAL,right,89.47,36.85,4.39,4.32,0.43,65.54,86.51,None,,
40372,2021090900,2279,42347.0,23,2021-09-10T01:58:49.500,19.0,DAL,right,89.71000000000001,36.86,4.39,4.32,0.43,65.54,86.51,None,,
40373,2021090900,2279,42347.0,24,2021-09-10T01:58:49.600,19.0,DAL,right,89.95,36.87,4.94,4.19,0.48,65.54,86.81,None,,
40374,2021090900,2279,42347.0,25,2021-09-10T01:58:49.700,19.0,DAL,right,90.47,36.89,5.37,3.65,0.52,62.11,87.55,None,,
40374,2021090900,2279,42347.0,26,2021-09-10T01:58:49.700,19.0,DAL,right,90.75,36.9,5.37,3.65,0.52,62.11,87.55,None,,
40375,2021090900,2279,42347.0,27,2021-09-10T01:58:49.800,19.0,DAL,right,91.03,36.91,5.77,3.03,0.56,67.59,87.82,None,,
40376,2021090900,2279,42347.0,28,2021-09-10T01:58:49.900,19.0,DAL,right,91.63,36.94,6.11,2.48,0.6,67.59,87.61,None,,
40376,2021090900,2279,42347.0,29,2021-09-10T01:58:49.900,19.0,DAL,right,91.94,36.955,6.11,2.48,0.6,67.59,87.61,None,,
40377,2021090900,2279,42347.0,30,2021-09-10T01:58:50.000,19.0,DAL,right,92.25,36.97,6.35,1.82,0.62,65.87,87.27,None,,
40378,2021090900,2279,42347.0,31,2021-09-10T01:58:50.100,19.0,DAL,right,92.89,37.0,6.52,1.27,0.64,65.87,86.32,None,,
40378,2021090900,2279,42347.0,32,2021-09-10T01:58:50.100,19.0,DAL,right,93.22,37.025,6.52,1.27,0.64,65.87,86.32,None,,
40379,2021090900,2279,42347.0,33,2021-09-10T01:58:50.200,19.0,DAL,right,93.55,37.05,6.67,0.92,0.66,68.61,85.56,None,,
40380,2021090900,2279,42347.0,34,2021-09-10T01:58:50.300,19.0,DAL,right,94.22,37.1,6.83,0.5,0.68,70.08,86.08,None,,
40380,2021090900,2279,42347.0,35,2021-09-10T01:58:50.300,19.0,DAL,right,94.565,37.125,6.83,0.5,0.68,70.08,86.08,None,,
40381,2021090900,2279,42347.0,36,2021-09-10T01:58:50.400,19.0,DAL,right,94.91,37.15,7.0,0.73,0.69,72.29,85.01,None,,
40382,2021090900,2279,42347.0,37,2021-09-10T01:58:50.500,19.0,DAL,right,95.61,37.22,7.06,1.29,0.7,66.49,82.86,None,,
40382,2021090900,2279,42347.0,38,2021-09-10T01:58:50.500,19.0,DAL,right,95.96,37.275,7.06,1.29,0.7,66.49,82.86,None,,
40383,2021090900,2279,42347.0,39,2021-09-10T01:58:50.600,19.0,DAL,right,96.31,37.33,7.12,1.64,0.71,60.78,80.81,None,,
40384,2021090900,2279,42347.0,40,2021-09-10T01:58:50.700,19.0,DAL,right,97.02,37.46,7.25,2.28,0.72,57.76,77.9,None,,
40384,2021090900,2279,42347.0,41,2021-09-10T01:58:50.700,19.0,DAL,right,97.375,37.545,7.25,2.28,0.72,57.76,77.9,None,,
40385,2021090900,2279,42347.0,42,2021-09-10T01:58:50.800,19.0,DAL,right,97.73,37.63,7.33,2.56,0.73,65.58,75.41,None,,
40386,2021090900,2279,42347.0,43,2021-09-10T01:58:50.900,19.0,DAL,right,98.45,37.85,7.52,2.92,0.75,62.43,72.5,None,,
40386,2021090900,2279,42347.0,44,2021-09-10T01:58:50.900,19.0,DAL,right,98.805,37.975,7.52,2.92,0.75,62.43,72.5,None,,
40387,2021090900,2279,42347.0,45,2021-09-10T01:58:51.000,19.0,DAL,right,99.16,38.1,7.62,2.91,0.76,49.95,69.66,None,,
40388,2021090900,2279,42347.0,46,2021-09-10T01:58:51.100,19.0,DAL,right,99.88,38.38,7.75,2.54,0.77,33.24,67.72,None,,
40388,2021090900,2279,42347.0,47,2021-09-10T01:58:51.100,19.0,DAL,right,100.235,38.535,7.75,2.54,0.77,33.24,67.72,None,,
40389,2021090900,2279,42347.0,48,2021-09-10T01:58:51.200,19.0,DAL,right,100.59,38.69,7.78,2.54,0.78,31.36,65.14,None,,
40390,2021090900,2279,42347.0,49,2021-09-10T01:58:51.300,19.0,DAL,right,101.29,39.03,7.83,2.45,0.78,29.3,62.88,None,,
40390,2021090900,2279,42347.0,50,2021-09-10T01:58:51.300,19.0,DAL,right,101.64,39.22,7.83,2.45,0.78,29.3,62.88,None,,
40391,2021090900,2279,42347.0,51,2021-09-10T01:58:51.400,19.0,DAL,right,101.99,39.41,7.95,2.37,0.79,22.4,60.87,None,,
40392,2021090900,2279,42347.0,52,2021-09-10T01:58:51.500,19.0,DAL,right,102.67,39.8,7.97,2.25,0.79,16.94,59.14,None,,
40392,2021090900,2279,42347.0,53,2021-09-10T01:58:51.500,19.0,DAL,right,103.01,40.01,7.97,2.25,0.79,16.94,59.14,None,,
40393,2021090900,2279,42347.0,54,2021-09-10T01:58:51.600,19.0,DAL,right,103.35,40.22,8.03,2.23,0.8,14.15,57.11,None,,
40394,2021090900,2279,42347.0,55,2021-09-10T01:58:51.700,19.0,DAL,right,104.02,40.67,8.06,2.16,0.8,11.03,55.25,None,,
40394,2021090900,2279,42347.0,56,2021-09-10T01:58:51.700,19.0,DAL,right,104.345,40.905,8.06,2.16,0.8,11.03,55.25,None,,
40395,2021090900,2279,42347.0,57,2021-09-10T01:58:51.800,19.0,DAL,right,104.67,41.14,8.07,1.91,0.81,10.07,53.85,None,,
40396,2021090900,2279,42347.0,58,2021-09-10T01:58:51.900,19.0,DAL,right,105.32,41.62,8.07,1.72,0.81,9.35,52.72,None,,
40396,2021090900,2279,42347.0,59,2021-09-10T01:58:51.900,19.0,DAL,right,105.64,41.865,8.07,1.72,0.81,9.35,52.72,None,,
40397,2021090900,2279,42347.0,60,2021-09-10T01:58:52.000,19.0,DAL,right,105.96,42.11,8.02,1.53,0.8,7.21,52.08,None,,
40398,2021090900,2279,42347.0,61,2021-09-10T01:58:52.100,19.0,DAL,right,106.59,42.61,7.97,1.43,0.8,3.71,51.4,None,,
40398,2021090900,2279,42347.0,62,2021-09-10T01:58:52.100,19.0,DAL,right,106.9,42.86,7.97,1.43,0.8,3.71,51.4,None,,
40399,2021090900,2279,42347.0,63,2021-09-10T01:58:52.200,19.0,DAL,right,107.21,43.11,7.91,1.43,0.8,2.59,51.0,None,,
40400,2021090900,2279,42347.0,64,2021-09-10T01:58:52.300,19.0,DAL,right,107.82,43.61,7.82,1.55,0.79,1.78,50.52,None,,
40400,2021090900,2279,42347.0,65,2021-09-10T01:58:52.300,19.0,DAL,right,108.12,43.855,7.82,1.55,0.79,1.78,50.52,None,,
40401,2021090900,2279,42347.0,66,2021-09-10T01:58:52.400,19.0,DAL,right,108.42,44.1,7.71,1.66,0.78,3.28,50.07,None,,
40402,2021090900,2279,42347.0,67,2021-09-10T01:58:52.500,19.0,DAL,right,109.02,44.59,7.64,1.54,0.77,4.77,50.54,None,,
40402,2021090900,2279,42347.0,68,2021-09-10T01:58:52.500,19.0,DAL,right,109.31,44.83,7.64,1.54,0.77,4.77,50.54,None,,
40403,2021090900,2279,42347.0,69,2021-09-10T01:58:52.600,19.0,DAL,right,109.6,45.07,7.47,1.76,0.76,3.97,50.66,None,,
40404,2021090900,2279,42347.0,70,2021-09-10T01:58:52.700,19.0,DAL,right,110.17,45.54,7.3,2.0,0.74,1.29,50.93,None,,
40404,2021090900,2279,42347.0,71,2021-09-10T01:58:52.700,19.0,DAL,right,110.45,45.765,7.3,2.0,0.74,1.29,50.93,None,,
40405,2021090900,2279,42347.0,72,2021-09-10T01:58:52.800,19.0,DAL,right,110.73,45.99,7.07,2.24,0.72,359.82,50.77,None,,
40406,2021090900,2279,42347.0,73,2021-09-10T01:58:52.900,19.0,DAL,right,111.26,46.44,6.8,2.54,0.69,1.68,50.49,None,,
40406,2021090900,2279,42347.0,74,2021-09-10T01:58:52.900,19.0,DAL,right,111.515,46.65,6.8,2.54,0.69,1.68,50.49,None,,
40407,2021090900,2279,42347.0,75,2021-09-10T01:58:53.000,19.0,DAL,right,111.77,46.86,6.5,2.81,0.66,1.68,50.6,None,,
40408,2021090900,2279,42347.0,76,2021-09-10T01:58:53.100,19.0,DAL,right,112.27,47.26,6.29,2.72,0.64,1.68,51.08,None,,
40408,2021090900,2279,42347.0,77,2021-09-10T01:58:53.100,19.0,DAL,right,112.515,47.455,6.29,2.72,0.64,1.68,51.08,None,,
40409,2021090900,2279,42347.0,78,2021-09-10T01:58:53.200,19.0,DAL,right,112.76,47.65,6.08,2.57,0.62,0.05,51.31,None,,
40410,2021090900,2279,42347.0,79,2021-09-10T01:58:53.300,19.0,DAL,right,113.22,48.02,5.83,2.56,0.6,0.05,51.5,None,,
40410,2021090900,2279,42347.0,80,2021-09-10T01:58:53.300,19.0,DAL,right,113.45,48.2,5.83,2.56,0.6,0.05,51.5,None,,
40411,2021090900,2279,42347.0,81,2021-09-10T01:58:53.400,19.0,DAL,right,113.68,48.38,5.6,2.49,0.58,359.43,51.71,None,,
40412,2021090900,2279,42347.0,82,2021-09-10T01:58:53.500,19.0,DAL,right,114.11,48.72,5.37,2.42,0.55,359.43,52.07,None,,
40412,2021090900,2279,42347.0,83,2021-09-10T01:58:53.500,19.0,DAL,right,114.32,48.88,5.37,2.42,0.55,359.43,52.07,None,,
40413,2021090900,2279,42347.0,84,2021-09-10T01:58:53.600,19.0,DAL,right,114.53,49.04,5.12,2.45,0.53,359.43,52.42,None,,
40414,2021090900,2279,42347.0,85,2021-09-10T01:58:53.700,19.0,DAL,right,114.91,49.35,4.85,2.51,0.49,359.43,51.99,None,,
40414,2021090900,2279,42347.0,86,2021-09-10T01:58:53.700,19.0,DAL,right,115.075,49.495000000000005,4.85,2.51,0.49,359.43,51.99,None,,
40415,2021090900,2279,42347.0,87,2021-09-10T01:58:53.800,19.0,DAL,right,115.24,49.64,4.49,2.75,0.45,0.42,50.48,None,,
40416,2021090900,2279,42347.0,88,2021-09-10T01:58:53.900,19.0,DAL,right,115.54,49.92,4.1,3.11,0.41,0.42,48.75,qb_sack,,
40416,2021090900,2279,42347.0,89,2021-09-10T01:58:53.900,19.0,DAL,right,115.685,50.05,4.1,3.11,0.41,0.42,48.75,qb_sack,,
40417,2021090900,2279,42347.0,90,2021-09-10T01:58:54.000,19.0,DAL,right,115.83,50.18,3.76,3.24,0.39,0.42,47.04,None,,
40418,2021090900,2279,42347.0,91,2021-09-10T01:58:54.100,19.0,DAL,right,116.08,50.44,3.44,3.21,0.36,0.42,44.48,None,,
40418,2021090900,2279,42347.0,92,2021-09-10T01:58:54.100,19.0,DAL,right,116.19,50.57,3.44,3.21,0.36,0.42,44.48,None,,
40419,2021090900,2279,42347.0,93,2021-09-10T01:58:54.200,19.0,DAL,right,116.3,50.7,3.25,3.17,0.34,0.42,38.63,None,,
40420,2021090900,2279,42347.0,94,2021-09-10T01:58:54.300,19.0,DAL,right,116.48,50.97,3.05,2.99,0.32,347.56,33.65,None,,
40420,2021090900,2279,42347.0,95,2021-09-10T01:58:54.300,19.0,DAL,right,116.555,51.09,3.05,2.99,0.32,347.56,33.65,None,,
40421,2021090900,2279,42347.0,96,2021-09-10T01:58:54.400,19.0,DAL,right,116.63,51.21,2.79,2.74,0.28,336.95,29.75,None,,
40422,2021090900,2279,42654.0,1,2021-09-10T01:58:48.100,71.0,DAL,right,87.21,24.68,0.0,0.0,0.0,83.71,291.69,None,,
40422,2021090900,2279,42654.0,2,2021-09-10T01:58:48.100,71.0,DAL,right,87.21,24.68,0.0,0.0,0.0,83.71,291.69,None,,
40423,2021090900,2279,42654.0,3,2021-09-10T01:58:48.200,71.0,DAL,right,87.21,24.68,0.0,0.0,0.0,83.71,280.12,None,,
40424,2021090900,2279,42654.0,4,2021-09-10T01:58:48.300,71.0,DAL,right,87.21,24.67,0.02,0.34,0.0,83.71,228.77,None,,
40424,2021090900,2279,42654.0,5,2021-09-10T01:58:48.300,71.0,DAL,right,87.205,24.67,0.02,0.34,0.0,83.71,228.77,None,,
40425,2021090900,2279,42654.0,6,2021-09-10T01:58:48.400,71.0,DAL,right,87.2,24.67,0.09,0.73,0.01,83.71,231.71,None,,
40426,2021090900,2279,42654.0,7,2021-09-10T01:58:48.500,71.0,DAL,right,87.17,24.65,0.31,1.47,0.03,83.71,233.9,None,,
40426,2021090900,2279,42654.0,8,2021-09-10T01:58:48.500,71.0,DAL,right,87.14500000000001,24.635,0.31,1.47,0.03,83.71,233.9,None,,
40427,2021090900,2279,42654.0,9,2021-09-10T01:58:48.600,71.0,DAL,right,87.12,24.62,0.59,1.96,0.06,83.71,235.91,ball_snap,,
40428,2021090900,2279,42654.0,10,2021-09-10T01:58:48.700,71.0,DAL,right,87.04,24.57,0.93,2.11,0.1,83.71,239.64,None,,
40428,2021090900,2279,42654.0,11,2021-09-10T01:58:48.700,71.0,DAL,right,86.975,24.545,0.93,2.11,0.1,83.71,239.64,None,,
40429,2021090900,2279,42654.0,12,2021-09-10T01:58:48.800,71.0,DAL,right,86.91,24.52,1.28,2.04,0.14,83.71,244.06,None,,
40430,2021090900,2279,42654.0,13,2021-09-10T01:58:48.900,71.0,DAL,right,86.75,24.45,1.64,1.9,0.18,83.71,245.49,None,,
